Arrival_Rate (req/us), AVG (us), STDDev, 50th (us), 90th (us), 95th (us), 99th (us), Req/time_unit
0.0084, 993.7106022059285, 1404.0557113582029, 687.5825054654852, 2285.700970117352, 2982.757144069299, 4605.675230259076, 0.008374559803299339
0.0088, 998.7810130700677, 1410.1208187430827, 691.3982829242013, 2311.373101000907, 2993.255387284793, 4580.102894361247, 0.008756414771179015
0.0092, 998.4714335214746, 1409.9813961042512, 693.3315679579973, 2295.260130564682, 2984.40139215035, 4597.003552586772, 0.00921696206524274
0.0096, 996.7251166199447, 1408.4741391596867, 689.6233839541674, 2296.2107406724244, 2986.3060869285837, 4593.52466413565, 0.009578764049386528
0.01, 998.7824925746504, 1413.576506456375, 691.24014715862, 2300.2057537632063, 2997.0596842223313, 4625.525430027163, 0.010019186380891972
0.0104, 994.8240713761709, 1405.7850757327285, 690.7629506923258, 2286.584343814873, 2970.704229172319, 4568.417883137474, 0.01040342749463043
0.0108, 999.8323998578323, 1410.1237794585156, 696.8246938679367, 2295.7849885113537, 2974.941836370155, 4603.342146410141, 0.01083787255697846
0.0112, 1003.4468206876329, 1417.7809253726289, 696.9621083298698, 2299.634295648895, 3019.3109719585627, 4603.762913024984, 0.011178943885405714
0.0116, 999.9654083056176, 1410.3408171066474, 698.205918317195, 2294.881156159565, 2984.0751552914735, 4586.429814036936, 0.011595969706247716
0.012, 1000.8505686254407, 1410.4179003582565, 695.9267306048423, 2288.117824914865, 2995.330066679744, 4572.469189459458, 0.012045195767417577
0.0124, 1009.941545391152, 1425.5116981622575, 703.0780903431587, 2313.563638011925, 3031.8583717801084, 4651.983712471789, 0.012376256595214134
0.0128, 1005.9841808041303, 1419.0615934361936, 700.1003661872819, 2309.915377793368, 2987.242376626469, 4603.414420181885, 0.01277346225764411
0.0132, 1008.0544170552411, 1421.3698792126052, 704.5084569230676, 2311.771554429084, 3010.5258624700364, 4679.80874883756, 0.013216197798365274
0.0136, 1010.2060242902897, 1420.6134193009207, 705.397020990029, 2314.2119835661724, 3000.4138961412245, 4611.3216915447265, 0.013497108416198425
0.014, 1012.4781398390759, 1421.4252328100786, 710.4679726902395, 2312.957737511024, 2989.9324177037925, 4618.006906287745, 0.01397266106249472
0.0144, 1015.2901649624878, 1425.202458768245, 711.2617019098252, 2313.7897519879043, 3026.211733796168, 4633.6454970939085, 0.014414099467661059
0.0148, 1020.9858475133269, 1427.818931676422, 718.9103354810504, 2324.4546289285645, 3013.399803875014, 4617.885537636466, 0.014767732608330031
0.0152, 1039.654063362451, 1448.3512836532411, 740.0757327249157, 2352.3691132385284, 3050.6835235470207, 4646.024419282563, 0.01517114818010527
0.0156, 1045.3333956450958, 1449.0733900708112, 747.805617492646, 2358.204522408545, 3034.9712340682745, 4653.467003131751, 0.015585027688637527
0.016, 1064.7569741342154, 1467.076299482824, 771.7419441107195, 2386.472917127423, 3080.794211136177, 4642.150507446844, 0.015975966458218544
0.0164, 1084.9408742552157, 1489.9568601511794, 791.318228655211, 2413.3295242656022, 3114.224190331064, 4736.598135123495, 0.016420286715524632
0.016800000000000002, 1104.168288972959, 1507.8817805106842, 809.2104284081142, 2443.4469674937427, 3144.183695865795, 4707.905580290128, 0.016770517172784837
0.017200000000000003, 1167.3567704046827, 1574.7244774211792, 873.492069773376, 2556.8683792296797, 3266.2313464023173, 4870.089852117933, 0.017206936676863602
0.0176, 1191.0690309030276, 1590.999627237494, 908.0409212643281, 2565.577613485977, 3264.375820447225, 4871.1056844219565, 0.01762605411013692
0.018000000000000002, 1230.0562036256295, 1625.8562097308354, 953.4787788465619, 2622.06671181391, 3313.115682538599, 4905.429467489943, 0.01792582675054833
0.018400000000000003, 1400.3118735199382, 1818.9133484669007, 1109.8504077605903, 2939.065239083022, 3670.7188700386323, 5342.130403010175, 0.018377085587385794
0.0188, 1598.8606758241056, 2063.193257005842, 1272.4622353501618, 3338.3924496208638, 4187.732454967685, 6000.083742022514, 0.018741190042566695
0.019200000000000002, 1865.7937309098916, 2320.3662400589315, 1567.744019806385, 3745.46378732007, 4529.736706848256, 6124.1021682529245, 0.019247896594556047
0.019600000000000003, 3436.459320859168, 4317.893705788741, 2785.1035022037104, 7164.301088988315, 8706.800639811205, 11303.911835917737, 0.01964619151315889
0.02, 10973.766735645635, 13246.815374218131, 9051.92258102959, 22244.811500359327, 24472.218591323122, 29012.584611925296, 0.01995714949415104
0.0204, 124545.13290926616, 143183.2356247862, 122602.12473071087, 223366.03691493906, 229137.82260290906, 239056.59468186647, 0.01997959264096238
0.020800000000000003, 185592.9457791183, 215658.9596175717, 194727.05042118113, 326976.1657177545, 335495.1707552094, 342624.4272425305, 0.02001591500987172
